track_id,ft_beat_F-measure,ft_downbeat_F-measure,ft_beat_Cemgil,ft_downbeat_Cemgil,bt_beat_F-measure,bt_downbeat_F-measure,bt_beat_Cemgil,bt_downbeat_Cemgil,mm_beat_F-measure,mm_downbeat_F-measure,mm_beat_Cemgil,mm_downbeat_Cemgil,delta_ft_minus_bt_beat_F-measure,delta_ft_minus_mm_beat_F-measure,delta_ft_minus_bt_downbeat_F-measure,delta_ft_minus_mm_downbeat_F-measure,delta_ft_minus_bt_beat_Cemgil,delta_ft_minus_mm_beat_Cemgil,delta_ft_minus_bt_downbeat_Cemgil,delta_ft_minus_mm_downbeat_Cemgil
brownr-georgiaonmymind-waltoncjonese-1977-d01386fe,1.0,0.9833333333333332,0.9536534514206092,0.9338870753581888,1.0,1.0,0.9455147028363884,0.9390635421419136,1.0,1.0,0.9845143308927544,0.9849874984971888,0.0,0.0,-0.01666666666666683,-0.01666666666666683,0.008138748584220812,-0.03086087947214522,-0.0051764667837247424,-0.051100423138999984
brownr-mightycoolpenthouse-joneshthigpene-1956-43d83766,0.9258160237388724,0.6666666666666666,0.8628778934373142,0.6387214946704292,0.6691176470588235,0.6857142857142856,0.5900267588004487,0.6232034407931583,0.6691176470588235,0.6666666666666666,0.6489344889169437,0.6432605169976523,0.2566983766800489,0.2566983766800489,-0.01904761904761898,0.0,0.2728511346368655,0.21394340452037053,0.015518053877270899,-0.004539022327223141
brownr-myheartstoodstill-smithpbellsonl-1978-d3d8fdc4,0.6666666666666666,0.7128712871287128,0.6510953822652974,0.6960328414791302,0.6666666666666666,0.6666666666666666,0.6254700338492023,0.6327996782435497,0.6666666666666666,0.6666666666666666,0.6601885318669152,0.6631302568363607,0.0,0.0,0.04620462046204621,0.04620462046204621,0.025625348416095095,-0.009093149601617778,0.06323316323558059,0.03290258464276952
brownr-myromance-harrisghamiltonj-1991-037d485a,1.0,0.6642066420664207,0.9598047564666464,0.632876785245353,0.9986130374479888,0.9021739130434784,0.9642833717590196,0.8727412468950275,1.0,1.0,0.9965114627172484,0.9945921746255648,0.001386962552011206,0.0,-0.23796727097705772,-0.33579335793357934,-0.004478615292373145,-0.03670670625060202,-0.23986446164967457,-0.36171538938021186
brownr-myromance-moronidnashl-1994-21fb6b42,0.9660377358490566,0.718562874251497,0.9233257833297284,0.6884462617052988,0.969811320754717,0.8333333333333334,0.923814116869198,0.8137582476374445,0.6498740554156172,0.5656565656565657,0.6265478619874736,0.5527794759810998,-0.0037735849056603765,0.31616368043343945,-0.11477045908183636,0.15290630859493126,-0.0004883335394696431,0.2967779213422548,-0.12531198593214576,0.135666785724199
brownr-putyourlittlefootright-harrisghamiltonj-1988-36cbdcdb,0.9074074074074072,0.689655172413793,0.8809059211789402,0.6526131113525417,0.9074074074074072,0.7142857142857143,0.8561919097978665,0.6528608481583122,0.9074074074074072,0.0,0.9025754268250372,2.2869903044341664e-34,0.0,0.0,-0.024630541871921263,0.689655172413793,0.024714011381073653,-0.021669505646097043,-0.0002477368057705043,0.6526131113525417
brownr-timeaftertime-harrisghamiltonj-1991-b3e6c985,1.0,0.983050847457627,0.9708583486588708,0.9524392465680268,1.0,1.0,0.9738083746164096,0.9725570548276,0.6666666666666666,0.0,0.6583767405013974,1.356480522103805e-10,0.0,0.33333333333333337,-0.016949152542372947,0.983050847457627,-0.0029500259575387933,0.3124816081574734,-0.02011780825957321,0.9524392464323788
brownr-youremyeverything-greenbhutchinsong-1996-031d03c8,0.9625550660792952,0.8281938325991189,0.9103884012099616,0.7934669218192902,0.9647577092511012,0.8281938325991189,0.8903675946347926,0.7789828385913968,0.9625550660792952,0.8281938325991189,0.9360954004406212,0.8078283495908586,-0.0022026431718059625,0.0,0.0,0.0,0.020020806575168915,-0.025706999230659666,0.014484083227893407,-0.014361427771568347
clarks-bluesmambo-duviviergroachm-1959-2170b9c0,0.9994672349493872,0.5294117647058824,0.964105168808198,0.510911461957014,0.998401704848162,0.9873417721518988,0.9031674363148324,0.9300352598121208,0.6642958748221905,0.4102564102564103,0.65112424468825,0.3993610659971185,0.0010655301012251206,0.3351713601271966,-0.4579300074460164,0.11915535444947206,0.06093773249336554,0.31298092411994793,-0.4191237978551068,0.11155039595989547
clarks-cantwebefriends-chambersplandersw-1958-a4c40b5c,1.0,0.5302325581395348,0.961383105840098,0.5139006618530456,1.0,0.0944881889763779,0.8487115454918195,0.0841070358849691,1.0,1.0,0.9960979186561552,0.9935343608667476,0.0,0.0,0.43574436916315695,-0.46976744186046515,0.11267156034827852,-0.03471481281605715,0.4297936259680765,-0.479633699013702
